plastid;plastname;wellid;wellname
165;ЕТ77/97-94;507277;46370Р
165;ЕТ77/97-94;507275;98123
165;ЕТ77/97-94;507269;31457Р
165;ЕТ77/97-94;507211;62938В
165;ЕТ77/97-94;507195;47357
165;ЕТ77/97-94;507189;24056
165;ЕТ77/97-94;507171;46574
165;ЕТ77/97-94;507127;72135Б
165;ЕТ77/97-94;507115;8536
165;ЕТ77/97-94;507113;21309
165;ЕТ77/97-94;507427;9878
165;ЕТ77/97-94;507409;46282
165;ЕТ77/97-94;507395;91357
165;ЕТ77/97-94;507369;68862К
165;ЕТ77/97-94;507359;75440Р
165;ЕТ77/97-94;507347;1067
165;ЕТ77/97-94;507333;58987В
165;ЕТ77/97-94;507309;69467
165;ЕТ77/97-94;507279;37079
165;ЕТ77/97-94;507251;78315
165;ЕТ77/97-94;507247;51198
165;ЕТ77/97-94;507241;49101
165;ЕТ77/97-94;507187;67234
165;ЕТ77/97-94;507179;64769
165;ЕТ77/97-94;507173;6892
165;ЕТ77/97-94;507169;8567
165;ЕТ77/97-94;507161;6482Р
165;ЕТ77/97-94;507367;9691
165;ЕТ77/97-94;507349;12320
165;ЕТ77/97-94;507335;47983
165;ЕТ77/97-94;507263;877
165;ЕТ77/97-94;507249;7778Р
165;ЕТ77/97-94;507233;9873Б
165;ЕТ77/97-94;507185;11344
165;ЕТ77/97-94;507183;90276
165;ЕТ77/97-94;507181;44526К
165;ЕТ77/97-94;507175;38249
165;ЕТ77/97-94;507167;7109
165;ЕТ77/97-94;507137;7749Б
165;ЕТ77/97-94;507133;17411
165;ЕТ77/97-94;507123;34995К
165;ЕТ77/97-94;507075;28040
165;ЕТ77/97-94;507051;35563
165;ЕТ77/97-94;506995;68135
165;ЕТ77/97-94;506989;68993
165;ЕТ77/97-94;506955;14800
165;ЕТ77/97-94;506953;77988К
165;ЕТ77/97-94;506933;52090
165;ЕТ77/97-94;506931;77804
165;ЕТ77/97-94;507131;3994
165;ЕТ77/97-94;507129;34803Б
165;ЕТ77/97-94;507121;53783
165;ЕТ77/97-94;507117;36752
165;ЕТ77/97-94;507061;97431
165;ЕТ77/97-94;507043;19501
165;ЕТ77/97-94;507033;72130
165;ЕТ77/97-94;507031;13088Р
165;ЕТ77/97-94;506945;77074
165;ЕТ77/97-94;506927;13554Б
165;ЕТ77/97-94;506925;18256
165;ЕТ77/97-94;506919;16736
165;ЕТ77/97-94;506885;71731В
165;ЕТ77/97-94;506851;64968
165;ЕТ77/97-94;506849;59269
165;ЕТ77/97-94;506829;783Б
165;ЕТ77/97-94;506819;20372
165;ЕТ77/97-94;506807;5005В
165;ЕТ77/97-94;507049;34460
165;ЕТ77/97-94;507045;67250Р
165;ЕТ77/97-94;507027;86263
165;ЕТ77/97-94;506997;66632
165;ЕТ77/97-94;506937;65440В
165;ЕТ77/97-94;506935;99798
165;ЕТ77/97-94;506929;68562Б
165;ЕТ77/97-94;506915;64892Р
165;ЕТ77/97-94;506847;5189
165;ЕТ77/97-94;506845;70512
165;ЕТ77/97-94;506843;3060Б
165;ЕТ77/97-94;506831;91665Б
165;ЕТ77/97-94;506759;74704
165;ЕТ77/97-94;506757;43920Б
165;ЕТ77/97-94;506749;50203В
165;ЕТ77/97-94;506743;25796Р
165;ЕТ77/97-94;506699;16326Б
165;ЕТ77/97-94;506689;82449Б
165;ЕТ77/97-94;506601;71869
1757;РЛ;506769;26925
165;ЕТ77/97-94;506883;6193В
165;ЕТ77/97-94;506841;51633Б
165;ЕТ77/97-94;506821;46800Б
165;ЕТ77/97-94;506793;73732
165;ЕТ77/97-94;506783;61708
165;ЕТ77/97-94;506781;25821Б
165;ЕТ77/97-94;506771;56233В
165;ЕТ77/97-94;506769;26925
165;ЕТ77/97-94;506763;59423
165;ЕТ77/97-94;506745;92480
165;ЕТ77/97-94;506715;31419Б
165;ЕТ77/97-94;506705;62567
165;ЕТ77/97-94;506703;12889В
165;ЕТ77/97-94;506701;39086
165;ЕТ77/97-94;506593;97286
165;ЕТ77/97-94;506579;41175Б
165;ЕТ77/97-94;506535;59956
165;ЕТ77/97-94;506505;40455Б
165;ЕТ77/97-94;506497;4040
165;ЕТ77/97-94;506495;99603Б
165;ЕТ77/97-94;506401;63088
165;ЕТ77/97-94;506373;15433
165;ЕТ77/97-94;506365;46020К
165;ЕТ77/97-94;506141;46880
165;ЕТ77/97-94;506129;66678
165;ЕТ77/97-94;506087;64431Б
165;ЕТ77/97-94;506071;72069
165;ЕТ77/97-94;506565;58752Б
165;ЕТ77/97-94;506555;65952Б
165;ЕТ77/97-94;506527;90475
165;ЕТ77/97-94;506475;71952
165;ЕТ77/97-94;506445;26966Р
165;ЕТ77/97-94;506443;96449
165;ЕТ77/97-94;506441;95976Б
165;ЕТ77/97-94;506415;85662Б
165;ЕТ77/97-94;506405;62451Б
165;ЕТ77/97-94;506461;65586К
165;ЕТ77/97-94;506427;34204
165;ЕТ77/97-94;506407;85993
165;ЕТ77/97-94;506361;29882Р
165;ЕТ77/97-94;506359;11588
165;ЕТ77/97-94;506323;11733
165;ЕТ77/97-94;506303;96999
165;ЕТ77/97-94;506301;56391
165;ЕТ77/97-94;506283;33585
165;ЕТ77/97-94;506249;81982В
165;ЕТ77/97-94;506205;64751
165;ЕТ77/97-94;506185;34467
165;ЕТ77/97-94;506169;15611
165;ЕТ77/97-94;506161;79263Б
165;ЕТ77/97-94;506137;89558
165;ЕТ77/97-94;506125;28321
165;ЕТ77/97-94;506343;67223Р
165;ЕТ77/97-94;506319;23103Б
165;ЕТ77/97-94;506309;13896Б
165;ЕТ77/97-94;506275;9052
165;ЕТ77/97-94;506255;25780
165;ЕТ77/97-94;506217;42730
165;ЕТ77/97-94;506183;81173Р
165;ЕТ77/97-94;506123;81729Б
165;ЕТ77/97-94;506115;4090
165;ЕТ77/97-94;506101;69776
165;ЕТ77/97-94;506083;76037
165;ЕТ77/97-94;506061;99033
165;ЕТ77/97-94;506039;24159К
165;ЕТ77/97-94;506037;24746
165;ЕТ77/97-94;505977;54210К
165;ЕТ77/97-94;505965;67525
165;ЕТ77/97-94;505959;44429
165;ЕТ77/97-94;505915;66208
165;ЕТ77/97-94;506307;19967
165;ЕТ77/97-94;506305;49212Б
165;ЕТ77/97-94;506293;64174
165;ЕТ77/97-94;506279;43278
165;ЕТ77/97-94;506269;45288Б
165;ЕТ77/97-94;506267;72622В
165;ЕТ77/97-94;506253;21265
165;ЕТ77/97-94;506251;12350Р
165;ЕТ77/97-94;506211;51489Б
165;ЕТ77/97-94;506181;47796
165;ЕТ77/97-94;506153;4957
165;ЕТ77/97-94;506139;31520Р
165;ЕТ77/97-94;506091;96497
165;ЕТ77/97-94;506051;2198Р
165;ЕТ77/97-94;506049;10623К
165;ЕТ77/97-94;506023;54618
165;ЕТ77/97-94;506011;49131Б
165;ЕТ77/97-94;505995;39362
165;ЕТ77/97-94;505975;13459
165;ЕТ77/97-94;505955;74321
165;ЕТ77/97-94;505953;27546
165;ЕТ77/97-94;505937;90684Б
165;ЕТ77/97-94;505891;75744Б
165;ЕТ77/97-94;505857;64767К
165;ЕТ77/97-94;505833;31696
165;ЕТ77/97-94;505761;10148
165;ЕТ77/97-94;506209;87424
165;ЕТ77/97-94;506177;44304
165;ЕТ77/97-94;506173;29043Б
165;ЕТ77/97-94;506157;14047
165;ЕТ77/97-94;506127;27695Р
165;ЕТ77/97-94;506119;7260
165;ЕТ77/97-94;506103;80374
165;ЕТ77/97-94;506055;48879Б
165;ЕТ77/97-94;506053;55041
165;ЕТ77/97-94;506031;31889Р
165;ЕТ77/97-94;505999;39948
165;ЕТ77/97-94;505971;79025
165;ЕТ77/97-94;505957;33523
165;ЕТ77/97-94;505941;76491Б
165;ЕТ77/97-94;505931;7808
165;ЕТ77/97-94;505911;91145Р
165;ЕТ77/97-94;505845;12143Р
165;ЕТ77/97-94;505823;43356К
1757;РЛ;506099;39642
165;ЕТ77/97-94;506171;13544
165;ЕТ77/97-94;506167;91492
165;ЕТ77/97-94;506165;89137В
165;ЕТ77/97-94;506117;58231В
165;ЕТ77/97-94;506107;7542Б
165;ЕТ77/97-94;506105;85010
165;ЕТ77/97-94;506099;39642
165;ЕТ77/97-94;506029;23347В
165;ЕТ77/97-94;506027;7945
165;ЕТ77/97-94;506025;6641
165;ЕТ77/97-94;506009;30690Б
165;ЕТ77/97-94;505969;15050Р
165;ЕТ77/97-94;505929;25079
165;ЕТ77/97-94;505927;29764В
165;ЕТ77/97-94;505925;53962
165;ЕТ77/97-94;505859;9864Б
165;ЕТ77/97-94;505843;30999К
165;ЕТ77/97-94;506033;12621К
165;ЕТ77/97-94;506005;29120
165;ЕТ77/97-94;505991;23254
165;ЕТ77/97-94;505989;461Р
165;ЕТ77/97-94;505973;40777
165;ЕТ77/97-94;505943;61958Р
165;ЕТ77/97-94;505889;97369
165;ЕТ77/97-94;505881;66392
165;ЕТ77/97-94;505847;68591Р
165;ЕТ77/97-94;505821;81986
165;ЕТ77/97-94;505817;96332
165;ЕТ77/97-94;505807;73384
165;ЕТ77/97-94;505795;86961К
165;ЕТ77/97-94;505773;24227
165;ЕТ77/97-94;505741;32319Б
165;ЕТ77/97-94;505733;85538Р
165;ЕТ77/97-94;505661;24043
165;ЕТ77/97-94;505659;47576Р
165;ЕТ77/97-94;505639;34053
165;ЕТ77/97-94;505637;10532Р
165;ЕТ77/97-94;505611;29555
165;ЕТ77/97-94;505487;88150
165;ЕТ77/97-94;505485;33293Р
165;ЕТ77/97-94;505483;82905
165;ЕТ77/97-94;505463;92878
165;ЕТ77/97-94;505431;59420Р
165;ЕТ77/97-94;505373;62520
165;ЕТ77/97-94;505309;12221
1757;РЛ;505277;13528В
165;ЕТ77/97-94;505555;26119В
165;ЕТ77/97-94;505509;45361В
165;ЕТ77/97-94;505499;24226
165;ЕТ77/97-94;505473;56734
165;ЕТ77/97-94;505425;43155Б
165;ЕТ77/97-94;505395;45593
165;ЕТ77/97-94;505313;61971
165;ЕТ77/97-94;505299;65441Р
165;ЕТ77/97-94;505277;13528В
165;ЕТ77/97-94;505195;3391
1757;РЛ;505279;63661
165;ЕТ77/97-94;505387;67539К
165;ЕТ77/97-94;505327;7792
165;ЕТ77/97-94;505279;63661
165;ЕТ77/97-94;505267;34231
165;ЕТ77/97-94;505171;70299Б
165;ЕТ77/97-94;505133;32163
165;ЕТ77/97-94;505089;33904В
165;ЕТ77/97-94;505087;52270
165;ЕТ77/97-94;505067;88430
165;ЕТ77/97-94;505053;30799В
165;ЕТ77/97-94;505009;32185В
165;ЕТ77/97-94;504991;32646К
165;ЕТ77/97-94;505029;93110
165;ЕТ77/97-94;505027;91348
165;ЕТ77/97-94;505007;6496
165;ЕТ77/97-94;504993;80753
165;ЕТ77/97-94;504981;87122Р
165;ЕТ77/97-94;504939;67561
165;ЕТ77/97-94;504935;78783
165;ЕТ77/97-94;504881;78907
165;ЕТ77/97-94;504873;67531
165;ЕТ77/97-94;504871;61242
165;ЕТ77/97-94;504837;40333
165;ЕТ77/97-94;504783;31893
165;ЕТ77/97-94;504759;42793
165;ЕТ77/97-94;504753;43974Б
165;ЕТ77/97-94;504547;76071К
165;ЕТ77/97-94;504525;12733
165;ЕТ77/97-94;504523;2261Р
165;ЕТ77/97-94;504521;70329К
165;ЕТ77/97-94;504467;70539
165;ЕТ77/97-94;504381;85818К
165;ЕТ77/97-94;504379;32385К
165;ЕТ77/97-94;504375;20821
165;ЕТ77/97-94;504363;57280
165;ЕТ77/97-94;504331;92706
165;ЕТ77/97-94;504325;53667Б
165;ЕТ77/97-94;504259;86317
165;ЕТ77/97-94;504255;53207
165;ЕТ77/97-94;504247;76635Б
165;ЕТ77/97-94;504131;38119
165;ЕТ77/97-94;504129;10895
165;ЕТ77/97-94;504107;35985К
165;ЕТ77/97-94;504065;4596
165;ЕТ77/97-94;504025;69115
165;ЕТ77/97-94;504023;92535
165;ЕТ77/97-94;503963;13017К
165;ЕТ77/97-94;503961;14927
165;ЕТ77/97-94;503939;59114Р
165;ЕТ77/97-94;503937;22659
165;ЕТ77/97-94;503901;33795Б
165;ЕТ77/97-94;504351;43690
165;ЕТ77/97-94;504329;99242
165;ЕТ77/97-94;504273;42251
165;ЕТ77/97-94;504271;74559К
165;ЕТ77/97-94;504269;8171
165;ЕТ77/97-94;504243;44238К
165;ЕТ77/97-94;504021;52529
165;ЕТ77/97-94;504019;40048
165;ЕТ77/97-94;504015;26743
165;ЕТ77/97-94;503985;72391
165;ЕТ77/97-94;503971;46142
165;ЕТ77/97-94;503935;4088Р
165;ЕТ77/97-94;503927;33058В
165;ЕТ77/97-94;503881;99604В
165;ЕТ77/97-94;503861;56206В
165;ЕТ77/97-94;503785;95710
165;ЕТ77/97-94;503783;24053
165;ЕТ77/97-94;503781;11222
165;ЕТ77/97-94;503753;31558
165;ЕТ77/97-94;503723;41961К
165;ЕТ77/97-94;503929;30200
165;ЕТ77/97-94;503903;91621В
165;ЕТ77/97-94;503863;52757
165;ЕТ77/97-94;503847;87677
165;ЕТ77/97-94;503789;29526
165;ЕТ77/97-94;503765;65643
165;ЕТ77/97-94;503733;26216
165;ЕТ77/97-94;503731;14920
165;ЕТ77/97-94;503717;96356Р
165;ЕТ77/97-94;503631;98110В
165;ЕТ77/97-94;503569;70958Р
165;ЕТ77/97-94;503567;74550К
165;ЕТ77/97-94;503565;37391
165;ЕТ77/97-94;503501;23177Р
165;ЕТ77/97-94;503495;15902
165;ЕТ77/97-94;503479;12323Р
165;ЕТ77/97-94;503459;69227
165;ЕТ77/97-94;503447;29150
165;ЕТ77/97-94;503423;37055Р
165;ЕТ77/97-94;503361;25247Р
165;ЕТ77/97-94;503359;91377Б
165;ЕТ77/97-94;503357;55495В
165;ЕТ77/97-94;503761;408К
165;ЕТ77/97-94;503757;79862
165;ЕТ77/97-94;503627;47422В
165;ЕТ77/97-94;503623;79982
165;ЕТ77/97-94;503621;86733Б
165;ЕТ77/97-94;503617;39849
165;ЕТ77/97-94;503585;97535Р
165;ЕТ77/97-94;503577;54791
165;ЕТ77/97-94;503461;10172Р
165;ЕТ77/97-94;503455;94391
165;ЕТ77/97-94;503439;9279Б
165;ЕТ77/97-94;503677;69775
165;ЕТ77/97-94;503637;87785
165;ЕТ77/97-94;503609;96436В
165;ЕТ77/97-94;503545;39421В
165;ЕТ77/97-94;503483;88983Б
165;ЕТ77/97-94;503481;7759В
165;ЕТ77/97-94;503289;2642
165;ЕТ77/97-94;503287;16667
165;ЕТ77/97-94;503259;99312
165;ЕТ77/97-94;503173;44962
165;ЕТ77/97-94;503129;71315
165;ЕТ77/97-94;503103;89593
165;ЕТ77/97-94;503061;2671
165;ЕТ77/97-94;503037;56063Р
165;ЕТ77/97-94;503023;52063
165;ЕТ77/97-94;502999;50997К
165;ЕТ77/97-94;502997;28869
165;ЕТ77/97-94;502969;87432
165;ЕТ77/97-94;502945;62389В
165;ЕТ77/97-94;502943;70295
165;ЕТ77/97-94;502907;85131Б
165;ЕТ77/97-94;502879;97459
165;ЕТ77/97-94;502877;10905
165;ЕТ77/97-94;502839;15359
165;ЕТ77/97-94;502825;18257
165;ЕТ77/97-94;503197;7403
165;ЕТ77/97-94;503195;7093В
165;ЕТ77/97-94;503175;75081К
165;ЕТ77/97-94;503171;36383
165;ЕТ77/97-94;503153;90402
165;ЕТ77/97-94;503145;86969Р
165;ЕТ77/97-94;503063;79647
165;ЕТ77/97-94;503021;45857Р
165;ЕТ77/97-94;503019;17166К
165;ЕТ77/97-94;503003;76161К
165;ЕТ77/97-94;502985;86153
165;ЕТ77/97-94;502961;31627В
165;ЕТ77/97-94;502947;55354
165;ЕТ77/97-94;502913;43358
165;ЕТ77/97-94;502863;3757
165;ЕТ77/97-94;502841;16167К
165;ЕТ77/97-94;502827;21140
165;ЕТ77/97-94;502807;62850К
165;ЕТ77/97-94;502795;13696
165;ЕТ77/97-94;502791;11104
165;ЕТ77/97-94;502723;94746К
165;ЕТ77/97-94;502687;3914
165;ЕТ77/97-94;502685;98064Б
165;ЕТ77/97-94;502627;47355
165;ЕТ77/97-94;502621;63811В
165;ЕТ77/97-94;502593;85700Р
165;ЕТ77/97-94;502545;48082
165;ЕТ77/97-94;502353;30667
165;ЕТ77/97-94;502351;71371В
165;ЕТ77/97-94;502313;67303В
165;ЕТ77/97-94;502281;3796
165;ЕТ77/97-94;502279;5678
165;ЕТ77/97-94;502207;33306
165;ЕТ77/97-94;502189;67899К
165;ЕТ77/97-94;502185;24355В
1757;РЛ;502145;97624В
165;ЕТ77/97-94;502145;97624В
165;ЕТ77/97-94;502141;24158Р
165;ЕТ77/97-94;502085;78187
165;ЕТ77/97-94;502083;98478Б
165;ЕТ77/97-94;502033;83182
165;ЕТ77/97-94;502023;76423
165;ЕТ77/97-94;501965;27225Б
165;ЕТ77/97-94;501963;79757
165;ЕТ77/97-94;501925;40741
165;ЕТ77/97-94;501899;57790В
165;ЕТ77/97-94;502129;55376
165;ЕТ77/97-94;502127;43236Б
165;ЕТ77/97-94;502125;52318В
165;ЕТ77/97-94;502107;82933
165;ЕТ77/97-94;502069;79533Б
165;ЕТ77/97-94;502017;12904
165;ЕТ77/97-94;502001;85107К
165;ЕТ77/97-94;501961;23741
165;ЕТ77/97-94;501959;90623Р
165;ЕТ77/97-94;501935;33918
165;ЕТ77/97-94;501929;17826
165;ЕТ77/97-94;501923;63804К
165;ЕТ77/97-94;501891;68452
165;ЕТ77/97-94;501859;48084
165;ЕТ77/97-94;501857;46670
165;ЕТ77/97-94;501843;20252Р
165;ЕТ77/97-94;501825;6871
165;ЕТ77/97-94;501809;39880В
165;ЕТ77/97-94;501795;67352
165;ЕТ77/97-94;501773;48045К
165;ЕТ77/97-94;501751;2106Б
165;ЕТ77/97-94;502099;52367
165;ЕТ77/97-94;502091;2485В
165;ЕТ77/97-94;502075;94835Р
165;ЕТ77/97-94;502031;10126В
165;ЕТ77/97-94;502005;39377Р
165;ЕТ77/97-94;502003;48261К
165;ЕТ77/97-94;501967;88604
165;ЕТ77/97-94;501909;85372
165;ЕТ77/97-94;501897;82248
165;ЕТ77/97-94;501863;31174
165;ЕТ77/97-94;501861;73010Р
165;ЕТ77/97-94;501831;6083
165;ЕТ77/97-94;501771;54742
165;ЕТ77/97-94;501769;27211
165;ЕТ77/97-94;501749;29869
165;ЕТ77/97-94;501735;30353
165;ЕТ77/97-94;501885;34834
165;ЕТ77/97-94;501865;20018Р
165;ЕТ77/97-94;501839;25445Р
165;ЕТ77/97-94;501787;28361Р
165;ЕТ77/97-94;501781;63747Б
165;ЕТ77/97-94;501723;25407Б
165;ЕТ77/97-94;501717;70250
165;ЕТ77/97-94;501673;58753В
165;ЕТ77/97-94;501651;40196Р
165;ЕТ77/97-94;501637;73991Р
165;ЕТ77/97-94;501601;9162Б
165;ЕТ77/97-94;501567;54457
165;ЕТ77/97-94;501523;70587Б
165;ЕТ77/97-94;501517;50590В
165;ЕТ77/97-94;501509;53686В
165;ЕТ77/97-94;501501;79284К
165;ЕТ77/97-94;501499;79372В
165;ЕТ77/97-94;501437;99736
165;ЕТ77/97-94;501807;53269
165;ЕТ77/97-94;501797;6497
165;ЕТ77/97-94;501785;64828В
165;ЕТ77/97-94;501731;56068
165;ЕТ77/97-94;501727;1948
165;ЕТ77/97-94;501715;18001В
165;ЕТ77/97-94;501713;51538
165;ЕТ77/97-94;501649;48039
165;ЕТ77/97-94;501635;36863
165;ЕТ77/97-94;501603;14134
165;ЕТ77/97-94;501595;11898Б
165;ЕТ77/97-94;501475;62822Р
165;ЕТ77/97-94;501473;71124
165;ЕТ77/97-94;501471;28898
165;ЕТ77/97-94;501469;55240
1757;РЛ;501633;75045К
165;ЕТ77/97-94;501633;75045К
165;ЕТ77/97-94;501597;17282Р
165;ЕТ77/97-94;501571;88284К
165;ЕТ77/97-94;501569;50731
1757;РЛ;501147;51127
165;ЕТ77/97-94;501497;61070
165;ЕТ77/97-94;501445;19592
165;ЕТ77/97-94;501427;42169
165;ЕТ77/97-94;501423;90565
165;ЕТ77/97-94;501421;9998
165;ЕТ77/97-94;501379;21617
165;ЕТ77/97-94;501369;67944К
165;ЕТ77/97-94;501367;44775Б
165;ЕТ77/97-94;501313;947Р
165;ЕТ77/97-94;501297;30689
165;ЕТ77/97-94;501295;94293Б
165;ЕТ77/97-94;501291;12585К
165;ЕТ77/97-94;501179;53935
165;ЕТ77/97-94;501171;8765
165;ЕТ77/97-94;501153;6166В
165;ЕТ77/97-94;501147;51127
165;ЕТ77/97-94;501085;90431
165;ЕТ77/97-94;501051;4821
165;ЕТ77/97-94;501041;79308Б
165;ЕТ77/97-94;501025;21869
1778;ЯТ5/7;501147;51127
1757;РЛ;501241;27985
165;ЕТ77/97-94;501467;76628Р
165;ЕТ77/97-94;501419;4331Р
165;ЕТ77/97-94;501417;47881В
165;ЕТ77/97-94;501331;12967
165;ЕТ77/97-94;501329;15956
165;ЕТ77/97-94;501241;27985
165;ЕТ77/97-94;501239;64404Б
165;ЕТ77/97-94;501227;69283В
165;ЕТ77/97-94;501213;62012Р
165;ЕТ77/97-94;501211;34932К
165;ЕТ77/97-94;501205;8889
165;ЕТ77/97-94;501127;23390
165;ЕТ77/97-94;501083;89294
165;ЕТ77/97-94;501049;6329Р
165;ЕТ77/97-94;501047;62260
165;ЕТ77/97-94;500977;87956
165;ЕТ77/97-94;500965;31829
165;ЕТ77/97-94;500905;88718
165;ЕТ77/97-94;500899;89913К
165;ЕТ77/97-94;500831;2194
165;ЕТ77/97-94;500783;90376
165;ЕТ77/97-94;500781;7026
165;ЕТ77/97-94;500779;72100В
165;ЕТ77/97-94;501447;33876Б
165;ЕТ77/97-94;501443;4647К
165;ЕТ77/97-94;501425;31725Б
165;ЕТ77/97-94;501381;75991
165;ЕТ77/97-94;501365;23211Б
165;ЕТ77/97-94;501345;72694В
165;ЕТ77/97-94;501335;48845Р
165;ЕТ77/97-94;501277;12179Р
165;ЕТ77/97-94;501233;5014В
165;ЕТ77/97-94;501203;2084
165;ЕТ77/97-94;501195;77282
165;ЕТ77/97-94;501181;89349
165;ЕТ77/97-94;501155;60815Р
165;ЕТ77/97-94;501103;61304
165;ЕТ77/97-94;501087;14403К
165;ЕТ77/97-94;501043;64273
165;ЕТ77/97-94;501005;3454
165;ЕТ77/97-94;500991;67800К
165;ЕТ77/97-94;500979;60679В
165;ЕТ77/97-94;500925;41840
165;ЕТ77/97-94;495275;67590Б
165;ЕТ77/97-94;495271;43738
165;ЕТ77/97-94;495235;29619Б
165;ЕТ77/97-94;495215;99116
165;ЕТ77/97-94;495209;11312
165;ЕТ77/97-94;501015;41716В
165;ЕТ77/97-94;500973;93956
165;ЕТ77/97-94;500921;78814В
165;ЕТ77/97-94;500871;38209
165;ЕТ77/97-94;500853;71232
165;ЕТ77/97-94;500847;15092
165;ЕТ77/97-94;500829;86944
165;ЕТ77/97-94;500827;14087Р
165;ЕТ77/97-94;500805;41577
165;ЕТ77/97-94;500765;27800
165;ЕТ77/97-94;500755;15813Б
165;ЕТ77/97-94;500733;66405К
165;ЕТ77/97-94;500731;16277
165;ЕТ77/97-94;500647;370В
165;ЕТ77/97-94;500645;72546
165;ЕТ77/97-94;500643;45823
165;ЕТ77/97-94;500923;71341
165;ЕТ77/97-94;500919;92824
165;ЕТ77/97-94;500917;23292Б
165;ЕТ77/97-94;500901;94863К
165;ЕТ77/97-94;500799;3487
165;ЕТ77/97-94;500867;33940В
165;ЕТ77/97-94;500851;34025
165;ЕТ77/97-94;500849;56109К
165;ЕТ77/97-94;500807;3405К
165;ЕТ77/97-94;500789;4981
165;ЕТ77/97-94;500787;51794
165;ЕТ77/97-94;500737;14704
165;ЕТ77/97-94;500693;62552Р
165;ЕТ77/97-94;500675;3255
165;ЕТ77/97-94;500821;9221
165;ЕТ77/97-94;500785;73378В
165;ЕТ77/97-94;500773;63668Р
165;ЕТ77/97-94;500745;15502
165;ЕТ77/97-94;500691;51739
165;ЕТ77/97-94;500689;54468Б
165;ЕТ77/97-94;500613;67573В
165;ЕТ77/97-94;500609;15275Р
165;ЕТ77/97-94;500595;69043
165;ЕТ77/97-94;500589;96387
165;ЕТ77/97-94;500537;51153
165;ЕТ77/97-94;500511;48322В
165;ЕТ77/97-94;500747;62715К
165;ЕТ77/97-94;500719;68453
165;ЕТ77/97-94;500651;56242В
165;ЕТ77/97-94;500649;23196К
165;ЕТ77/97-94;500633;60487
165;ЕТ77/97-94;500587;57443
165;ЕТ77/97-94;500585;24758
165;ЕТ77/97-94;500503;65926В
165;ЕТ77/97-94;500491;19462
165;ЕТ77/97-94;500461;52150
165;ЕТ77/97-94;500399;9229
165;ЕТ77/97-94;500397;27298В
165;ЕТ77/97-94;500367;61400Р
165;ЕТ77/97-94;500347;13728К
165;ЕТ77/97-94;500345;14653В
165;ЕТ77/97-94;500241;11888
165;ЕТ77/97-94;500239;86343
165;ЕТ77/97-94;500141;59491В
165;ЕТ77/97-94;500121;95263
165;ЕТ77/97-94;500119;47486Р
165;ЕТ77/97-94;500081;51981
165;ЕТ77/97-94;500027;88421
165;ЕТ77/97-94;500025;1657В
165;ЕТ77/97-94;499987;11303
165;ЕТ77/97-94;499945;23351
165;ЕТ77/97-94;499943;2327
165;ЕТ77/97-94;499909;68183
165;ЕТ77/97-94;500583;1244Р
165;ЕТ77/97-94;500581;76822
165;ЕТ77/97-94;500569;47230
165;ЕТ77/97-94;500525;98096
165;ЕТ77/97-94;500497;78093Б
165;ЕТ77/97-94;500463;55135В
165;ЕТ77/97-94;500401;60641
165;ЕТ77/97-94;500393;91526
165;ЕТ77/97-94;500343;72057К
165;ЕТ77/97-94;500341;33121В
165;ЕТ77/97-94;500249;79397
165;ЕТ77/97-94;500229;87055
2139;ЕТ77;500501;5722
165;ЕТ77/97-94;500117;204
165;ЕТ77/97-94;500115;17929В
165;ЕТ77/97-94;500023;17328К
165;ЕТ77/97-94;500021;15740
165;ЕТ77/97-94;500019;4721
165;ЕТ77/97-94;499985;24607В
165;ЕТ77/97-94;499983;94105В
165;ЕТ77/97-94;499975;96449
165;ЕТ77/97-94;499939;27428
165;ЕТ77/97-94;499907;36350
165;ЕТ77/97-94;499905;82939
165;ЕТ77/97-94;499903;81806
165;ЕТ77/97-94;499835;32367К
165;ЕТ77/97-94;499819;74772Б
165;ЕТ77/97-94;499817;99209Р
165;ЕТ77/97-94;499815;67413К
165;ЕТ77/97-94;500079;70956Б
165;ЕТ77/97-94;500065;61221К
165;ЕТ77/97-94;500017;88617К
165;ЕТ77/97-94;499973;93055
165;ЕТ77/97-94;499933;47259Б
165;ЕТ77/97-94;499929;72535
165;ЕТ77/97-94;499869;3960Б
165;ЕТ77/97-94;499867;23654Р
165;ЕТ77/97-94;499811;22982
165;ЕТ77/97-94;499753;63806
165;ЕТ77/97-94;499443;58796
165;ЕТ77/97-94;499441;47246
165;ЕТ77/97-94;499439;28749К
165;ЕТ77/97-94;499367;43237В
165;ЕТ77/97-94;499365;92610Б
165;ЕТ77/97-94;499363;77537Р
165;ЕТ77/97-94;499317;35829Б
165;ЕТ77/97-94;499283;81771
165;ЕТ77/97-94;499277;69614
165;ЕТ77/97-94;499275;67172
165;ЕТ77/97-94;499017;95324
165;ЕТ77/97-94;498967;13989К
165;ЕТ77/97-94;498959;41199
165;ЕТ77/97-94;498947;88943
165;ЕТ77/97-94;498903;49912
165;ЕТ77/97-94;498887;96880
165;ЕТ77/97-94;498877;59971
165;ЕТ77/97-94;498851;28204
165;ЕТ77/97-94;498849;11995
165;ЕТ77/97-94;498707;77779В
165;ЕТ77/97-94;499435;4394Р
165;ЕТ77/97-94;499431;99095
165;ЕТ77/97-94;499429;72566
165;ЕТ77/97-94;499387;10330
165;ЕТ77/97-94;499377;25978
165;ЕТ77/97-94;499361;2188В
